tile,scene_id,datetime,ndwi_mean,ndwi_std,fai_mean,fai_std,rednir_mean,rednir_std,valid_px
S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652_0000.jpg,S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652,2024-09-27 06:56:41.024000+00:00,-0.13058772683143616,1.4901161193847656e-08,0.04651147127151489,0.0,0.920920193195343,1.1920928955078125e-07,16384
S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652_0001.jpg,S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652,2024-09-27 06:56:41.024000+00:00,-0.13058772683143616,1.4901161193847656e-08,0.04651147127151489,0.0,0.920920193195343,1.1920928955078125e-07,16384
S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739_0000.jpg,S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739,2024-09-22 06:56:19.024000+00:00,-0.1236194297671318,1.4901161193847656e-08,0.04581642150878906,0.0,0.9283435940742493,1.1920928955078125e-07,16384
S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739_0001.jpg,S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739,2024-09-22 06:56:19.024000+00:00,-0.1236194297671318,1.4901161193847656e-08,0.04581642150878906,0.0,0.9283435940742493,1.1920928955078125e-07,16384
S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211_0000.jpg,S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211,2024-09-12 06:56:19.024000+00:00,-0.1283344179391861,1.4901161193847656e-08,0.041777074337005615,0.0,0.9175702929496765,1.1920928955078125e-07,16384
S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211_0001.jpg,S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211,2024-09-12 06:56:19.024000+00:00,-0.1283344179391861,1.4901161193847656e-08,0.041777074337005615,0.0,0.9175702929496765,1.1920928955078125e-07,16384
S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459_0000.jpg,S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459,2024-09-07 06:56:21.024000+00:00,-0.1271526962518692,0.0,0.04181641340255737,0.0,0.9200246334075928,1.1920928955078125e-07,16384
S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459_0001.jpg,S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459,2024-09-07 06:56:21.024000+00:00,-0.1271526962518692,0.0,0.04181641340255737,0.0,0.9200246334075928,1.1920928955078125e-07,16384
S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143_0000.jpg,S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143,2024-09-02 06:56:29.024000+00:00,-0.04714943841099739,7.450580596923828e-09,0.03413116931915283,0.0,0.9911698698997498,5.960464477539063e-08,16384
S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143_0001.jpg,S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143,2024-09-02 06:56:29.024000+00:00,-0.04714943841099739,7.450580596923828e-09,0.03413116931915283,0.0,0.9911698698997498,5.960464477539063e-08,16384
S2A_MSIL2A_20240828T065621_R063_T39QXG_20240828T121854_0000.jpg,S2A_MSIL2A_20240828T065621_R063_T39QXG_20240828T121854,2024-08-28 06:56:21.024000+00:00,-0.10992134362459183,1.4901161193847656e-08,0.04838693141937256,0.0,0.9479084610939026,5.960464477539063e-08,16384
S2A_MSIL2A_20240828T065621_R063_T39QXG_20240828T121854_0001.jpg,S2A_MSIL2A_20240828T065621_R063_T39QXG_20240828T121854,2024-08-28 06:56:21.024000+00:00,-0.10992134362459183,1.4901161193847656e-08,0.04838693141937256,0.0,0.9479084610939026,5.960464477539063e-08,16384
S2B_MSIL2A_20240823T065619_R063_T39QXG_20240823T113539_0000.jpg,S2B_MSIL2A_20240823T065619_R063_T39QXG_20240823T113539,2024-08-23 06:56:19.024000+00:00,-0.10449817776679993,2.2351741790771484e-08,0.049613118171691895,0.0,0.9536324143409729,1.1920928955078125e-07,16384
S2B_MSIL2A_20240823T065619_R063_T39QXG_20240823T113539_0001.jpg,S2B_MSIL2A_20240823T065619_R063_T39QXG_20240823T113539,2024-08-23 06:56:19.024000+00:00,-0.10449817776679993,2.2351741790771484e-08,0.049613118171691895,0.0,0.9536324143409729,1.1920928955078125e-07,16384
S2B_MSIL2A_20240813T065629_R063_T39QXG_20240813T121221_0000.jpg,S2B_MSIL2A_20240813T065629_R063_T39QXG_20240813T121221,2024-08-13 06:56:29.024000+00:00,-0.11198841780424118,7.450580596923828e-09,0.04543602466583252,0.0,0.9412508606910706,0.0,16384
S2B_MSIL2A_20240813T065629_R063_T39QXG_20240813T121221_0001.jpg,S2B_MSIL2A_20240813T065629_R063_T39QXG_20240813T121221,2024-08-13 06:56:29.024000+00:00,-0.11198841780424118,7.450580596923828e-09,0.04543602466583252,0.0,0.9412508606910706,0.0,16384
S2A_MSIL2A_20240808T065621_R063_T39QXG_20240808T130850_0000.jpg,S2A_MSIL2A_20240808T065621_R063_T39QXG_20240808T130850,2024-08-08 06:56:21.024000+00:00,-0.025466887280344963,1.862645149230957e-09,0.024806559085845947,0.0,1.0016543865203857,1.1920928955078125e-07,16384
S2A_MSIL2A_20240808T065621_R063_T39QXG_20240808T130850_0001.jpg,S2A_MSIL2A_20240808T065621_R063_T39QXG_20240808T130850,2024-08-08 06:56:21.024000+00:00,-0.025466887280344963,1.862645149230957e-09,0.024806559085845947,0.0,1.0016543865203857,1.1920928955078125e-07,16384
S2A_MSIL2A_20240729T065621_R063_T39QXG_20240729T121701_0000.jpg,S2A_MSIL2A_20240729T065621_R063_T39QXG_20240729T121701,2024-07-29 06:56:21.024000+00:00,-0.025493018329143524,5.587935447692871e-09,0.05100327730178833,0.0,1.0272033214569092,1.1920928955078125e-07,16384
S2A_MSIL2A_20240729T065621_R063_T39QXG_20240729T121701_0001.jpg,S2A_MSIL2A_20240729T065621_R063_T39QXG_20240729T121701,2024-07-29 06:56:21.024000+00:00,-0.025493018329143524,5.587935447692871e-09,0.05100327730178833,0.0,1.0272033214569092,1.1920928955078125e-07,16384
S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007_0000.jpg,S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007,2024-07-19 06:56:21.024000+00:00,-0.12421917170286179,7.450580596923828e-09,0.049901604652404785,0.0,0.9320973753929138,1.1920928955078125e-07,16384
S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007_0001.jpg,S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007,2024-07-19 06:56:21.024000+00:00,-0.12421917170286179,7.450580596923828e-09,0.049901604652404785,0.0,0.9320973753929138,1.1920928955078125e-07,16384
S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201_0000.jpg,S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201,2024-07-14 06:56:19.024000+00:00,-0.13829413056373596,1.4901161193847656e-08,0.04515409469604492,0.0,0.908058226108551,5.960464477539063e-08,16384
S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201_0001.jpg,S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201,2024-07-14 06:56:19.024000+00:00,-0.13829413056373596,1.4901161193847656e-08,0.04515409469604492,0.0,0.908058226108551,5.960464477539063e-08,16384
S2B_MSIL2A_20240704T065629_R063_T39QXG_20240705T224349_0000.jpg,S2B_MSIL2A_20240704T065629_R063_T39QXG_20240705T224349,2024-07-04 06:56:29.024000+00:00,-0.1317174732685089,1.4901161193847656e-08,0.04436063766479492,0.0,0.9161996245384216,0.0,16384
S2B_MSIL2A_20240704T065629_R063_T39QXG_20240705T224349_0001.jpg,S2B_MSIL2A_20240704T065629_R063_T39QXG_20240705T224349,2024-07-04 06:56:29.024000+00:00,-0.1317174732685089,1.4901161193847656e-08,0.04436063766479492,0.0,0.9161996245384216,0.0,16384
S2B_MSIL2A_20240624T065629_R063_T39QXG_20240624T103302_0000.jpg,S2B_MSIL2A_20240624T065629_R063_T39QXG_20240624T103302,2024-06-24 06:56:29.024000+00:00,-0.12318828701972961,2.2351741790771484e-08,0.042380332946777344,0.0,0.9245147109031677,1.1920928955078125e-07,16384
S2B_MSIL2A_20240624T065629_R063_T39QXG_20240624T103302_0001.jpg,S2B_MSIL2A_20240624T065629_R063_T39QXG_20240624T103302,2024-06-24 06:56:29.024000+00:00,-0.12318828701972961,2.2351741790771484e-08,0.042380332946777344,0.0,0.9245147109031677,1.1920928955078125e-07,16384
S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334_0000.jpg,S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334,2024-06-19 06:56:31.024000+00:00,-0.12530876696109772,1.4901161193847656e-08,0.049914777278900146,0.0,0.9322443604469299,5.960464477539063e-08,16384
S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334_0001.jpg,S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334,2024-06-19 06:56:31.024000+00:00,-0.12530876696109772,1.4901161193847656e-08,0.049914777278900146,0.0,0.9322443604469299,5.960464477539063e-08,16384
